index, valuedia 0, 242
dia 460, 2601
dia 461, 3460
dia 462, 2677
dia 463, 3034
dia 464, 3575
dia 465, 3046
dia 466, 2589
dia 467, 2813
dia 468, 3684
dia 469, 3527
dia 470, 2912
dia 471, 1989
dia 472, 2842
dia 473, 3125
dia 474, 2632
dia 475, 3253
dia 476, 3532
dia 477, 3449
dia 478, 2735
dia 479, 2707
dia 480, 1816
dia 481, 2541
dia 482, 2741
dia 483, 2688
dia 484, 1067
dia 485, 2404
dia 486, 1709
dia 487, 3552
dia 488, 2684
dia 489, 2507
dia 490, 2588
dia 491, 2487
dia 492, 1797
dia 493, 3031
dia 494, 3439
dia 495, 2705
dia 496, 3062
dia 497, 2990
dia 498, 2493
dia 499, 2089
dia 500, 2083
dia 501, 2004
dia 502, 2171
dia 503, 3061
dia 504, 2673
dia 505, 3414
dia 506, 2780
dia 507, 2494
dia 508, 2174
dia 509, 1927
dia 510, 2206
dia 511, 2752
dia 512, 2565
dia 513, 2813
dia 514, 3229
dia 515, 3247
dia 516, 2580
dia 517, 2594
dia 518, 2681
dia 519, 3163
dia 520, 2554
dia 521, 3634
dia 522, 2509
dia 523, 3379
dia 524, 2626
dia 525, 3001
dia 526, 3621
dia 527, 2686
dia 528, 2347
dia 529, 2321
dia 530, 3858
dia 531, 3300
dia 532, 2205
dia 533, 2964
dia 534, 2479
dia 535, 2477
dia 536, 2501
dia 537, 3005
dia 538, 2654
dia 539, 2227
dia 540, 2614
dia 541, 2985
dia 542, 2751
dia 543, 2978
dia 544, 3441
dia 545, 2469
dia 546, 2184
dia 547, 2885
dia 548, 2451
dia 549, 2976
dia 550, 3186
dia 551, 2094
dia 552, 2106
dia 553, 2765
dia 554, 1894
dia 555, 3008
dia 556, 3073
dia 557, 2359
dia 558, 2513
dia 559, 2767
dia 560, 3115
dia 561, 2452
dia 562, 2322
dia 563, 2997
dia 564, 2226
dia 565, 2500
dia 566, 3080
dia 567, 3006
dia 568, 2586
dia 569, 2473
dia 570, 2937
dia 571, 2963
dia 572, 2085
dia 573, 2150
dia 574, 2057
dia 575, 2245
dia 576, 2673
dia 577, 3229
dia 578, 2722
dia 579, 2775
dia 580, 2372
dia 581, 2761
dia 582, 2382
dia 583, 2629
dia 584, 2140
dia 585, 2639
dia 586, 3172
dia 587, 2044
dia 588, 2444
dia 589, 3386
dia 590, 2347
dia 591, 2534
dia 592, 2252
dia 593, 3409
dia 594, 2280
dia 595, 2144
dia 596, 3141
dia 597, 2985
dia 598, 3152
dia 599, 3276
dia 600, 3573
dia 601, 3172
dia 602, 3164
dia 603, 3037
dia 604, 2307
dia 605, 2622
dia 606, 2961
dia 607, 2204
dia 608, 1971
dia 609, 2165
dia 610, 2497
dia 611, 2513
dia 612, 3030
dia 613, 2423
dia 614, 2244
dia 615, 2306
dia 616, 2233
dia 617, 2859
dia 618, 2334
dia 619, 2326
dia 620, 2342
dia 621, 1743
dia 622, 2360
dia 623, 2540
dia 624, 2641
dia 625, 3183
dia 626, 2843
dia 627, 2326
dia 628, 2812
dia 629, 2899
dia 630, 1885
dia 631, 3361
dia 632, 1766
dia 633, 1351
dia 634, 2402
dia 635, 2899
dia 636, 3045
dia 637, 2856
dia 638, 3700
dia 639, 2823
dia 640, 2911
dia 641, 2406
dia 642, 2401
dia 643, 2178
dia 644, 2367
dia 645, 2066
dia 646, 2489
dia 647, 2750
dia 648, 2526
dia 649, 2310
dia 650, 2490
dia 651, 2607
dia 652, 2662
dia 653, 1903
dia 654, 2503
dia 655, 2241
dia 656, 2619
dia 657, 2348
dia 658, 1817
dia 659, 1957
dia 660, 2023
dia 661, 1614
dia 662, 1840
dia 663, 2946
dia 664, 2866
dia 665, 2459
dia 666, 2366
dia 667, 2496
dia 668, 2134
dia 669, 2362
dia 670, 2485
dia 671, 3100
dia 672, 1640
dia 673, 2244
dia 674, 3017
dia 675, 3103
dia 676, 2299
dia 677, 2416
dia 678, 2415
dia 679, 2312
dia 680, 2248
dia 681, 2709
dia 682, 2268
dia 683, 3191
dia 684, 2014
dia 685, 2765
dia 686, 2976
dia 687, 3404
dia 688, 2888
dia 689, 2839
dia 690, 2152
dia 691, 2410
dia 692, 2511
dia 693, 2596
dia 694, 2198
dia 695, 2417
dia 696, 2334
dia 697, 2341
dia 698, 2578
dia 699, 2325
dia 700, 2230
dia 701, 2522
dia 702, 2037
dia 703, 2502
dia 704, 2674
dia 705, 2608
dia 706, 2409
dia 707, 2649
dia 708, 2123
dia 709, 1951
dia 710, 2311
dia 711, 2923
dia 712, 2018
dia 713, 2084
dia 714, 2532
dia 715, 1930
dia 716, 1678
dia 717, 3052
dia 718, 2205
dia 719, 2153
dia 720, 2098
dia 721, 1812
dia 722, 1784
dia 723, 2446
dia 724, 2421
dia 725, 2901
dia 726, 2221
dia 727, 2152
dia 728, 2115
dia 729, 2658
dia 730, 2291
dia 731, 1988
dia 732, 2122
dia 733, 2108
dia 734, 1563
dia 735, 1912
dia 736, 2210
dia 737, 2082
dia 738, 2178
dia 739, 1835
dia 740, 1913
dia 741, 2095
dia 742, 1677
dia 743, 2195
dia 744, 1796
dia 745, 2244
dia 746, 2352
dia 747, 1777
dia 748, 1949
dia 749, 2540
dia 750, 1633
dia 751, 2486
dia 752, 1781
dia 753, 2095
dia 754, 2162
dia 755, 2085
dia 756, 2739
dia 757, 2132
dia 758, 2047
dia 759, 1932
dia 760, 1929
dia 761, 2230
dia 762, 2981
dia 763, 2419
dia 764, 2053
dia 765, 2184
dia 766, 2258
dia 767, 2001
dia 768, 1907
dia 769, 2424
dia 770, 2324
dia 771, 2232
dia 772, 2178
dia 773, 2101
dia 774, 1554
dia 775, 2156
dia 776, 3099
dia 777, 2264
dia 778, 2107
dia 779, 2155
dia 780, 1723
dia 781, 1937
dia 782, 1982
dia 783, 2257
dia 784, 2010
dia 785, 1865
dia 786, 1741
dia 787, 2161
dia 788, 2339
dia 789, 2102
dia 790, 2398
dia 791, 2053
dia 792, 1627
dia 793, 1559
dia 794, 1392
dia 795, 1744
dia 796, 1253
dia 797, 1613
dia 798, 1709
dia 799, 1729
dia 800, 1736
dia 801, 2585
dia 802, 1775
dia 803, 1730
dia 804, 1419
dia 805, 1379
dia 806, 1443
dia 807, 1898
dia 808, 2012
dia 809, 1875
dia 810, 2086
dia 811, 2042
dia 812, 1705
dia 813, 2429
dia 814, 1957
dia 815, 1944
dia 816, 1696
dia 817, 2215
dia 818, 2224
dia 819, 2323
dia 820, 2233
dia 821, 1614
dia 822, 2024
dia 823, 2506
dia 824, 2211
dia 825, 1524
dia 826, 1797
dia 827, 2015
dia 828, 1964
dia 829, 2063
dia 830, 2081
dia 831, 2251
dia 832, 1633
dia 833, 1745
dia 834, 1870
dia 835, 1552
dia 836, 2035
dia 837, 1720
dia 838, 1631
dia 839, 1573
dia 840, 2108
dia 841, 2122
dia 842, 1849
dia 843, 1838
dia 844, 2368
dia 845, 1367
dia 846, 1869
dia 847, 2371
dia 848, 1926
dia 849, 2850
dia 850, 2711
dia 851, 2209
dia 852, 1725
dia 853, 1883
dia 854, 1816
dia 855, 2212
dia 856, 2375
dia 857, 1765
dia 858, 1703
dia 859, 1753
dia 860, 1483
dia 861, 1762
dia 862, 1296
dia 863, 1438
dia 864, 1190
dia 865, 2557
dia 866, 1861
dia 867, 1871
dia 868, 1372
dia 869, 2047
dia 870, 1810
dia 871, 1859
dia 872, 1578
dia 873, 2120
dia 874, 2314
dia 875, 2096
dia 876, 1760
dia 877, 2404
dia 878, 1968
dia 879, 1859
dia 880, 2553
dia 881, 2554
dia 882, 3310
dia 883, 2505
dia 884, 2144
dia 885, 1708
dia 886, 1748
dia 887, 1956
dia 888, 1718
dia 889, 1915
dia 890, 1646
dia 891, 1903
dia 892, 1811
dia 893, 1946
dia 894, 2320
dia 895, 1448
dia 896, 1561
dia 897, 1448
dia 898, 1902
dia 899, 1281
dia 900, 1645
dia 901, 1687
dia 902, 1693
dia 903, 1609
dia 904, 1646
dia 905, 2183
dia 906, 2145
dia 907, 2110
dia 908, 2244
dia 909, 1927
dia 910, 1867
dia 911, 2058
dia 912, 2598
dia 913, 1872
dia 914, 1548
dia 915, 1821
dia 916, 2170
dia 917, 1386
dia 918, 1125
dia 919, 2088
dia 920, 2345
dia 921, 3040
dia 922, 2047
dia 923, 1856
dia 924, 1269
dia 925, 1436
dia 926, 1779
dia 927, 2107
dia 928, 1504
dia 929, 1304
dia 930, 1707
dia 931, 2084
dia 932, 2072
dia 933, 1946
dia 934, 2158
dia 935, 2008
dia 936, 2780
dia 937, 1560
dia 938, 1945
dia 939, 1561
dia 940, 1860
dia 941, 1957
dia 942, 1934
dia 943, 2111
dia 944, 1782
dia 945, 2196
dia 946, 1691
dia 947, 1668
dia 948, 2074
dia 949, 1910
dia 950, 1668
dia 951, 1604
dia 952, 2058
dia 953, 1963
dia 954, 2104
dia 955, 1788
dia 956, 1956
dia 957, 2364
dia 958, 2298
dia 959, 2033
dia 960, 1634
dia 961, 1503
dia 962, 2165
dia 963, 1965
dia 964, 1654
dia 965, 2003
dia 966, 1805
dia 967, 1862
dia 968, 2348
dia 969, 2385
dia 970, 2206
dia 971, 1860
dia 972, 1666
dia 973, 2290
dia 974, 2082
dia 975, 1731
dia 976, 1772
dia 977, 1910
dia 978, 1583
dia 979, 2422
dia 980, 2251
dia 981, 2374
dia 982, 1488
dia 983, 1707
dia 984, 1763
dia 985, 1447
dia 986, 1605
dia 987, 1792
dia 988, 1493
dia 989, 1629
dia 990, 1124
dia 991, 1591
dia 992, 1676
dia 993, 1470
dia 994, 1240
dia 995, 1652
dia 996, 1420
dia 997, 1855
dia 998, 2099
dia 999, 1789
